sensorId,lat,lon,boxName,boxId,unit,niederschlag_2018-12-23T23Z,niederschlag_2018-12-24T00Z,niederschlag_2018-12-24T01Z,niederschlag_2018-12-24T02Z,niederschlag_2018-12-24T03Z,niederschlag_2018-12-24T04Z,niederschlag_2018-12-24T05Z,niederschlag_2018-12-24T06Z,niederschlag_2018-12-24T07Z,niederschlag_2018-12-24T08Z,niederschlag_2018-12-24T09Z,niederschlag_2018-12-24T10Z,niederschlag_2018-12-24T11Z,niederschlag_2018-12-24T12Z,niederschlag_2018-12-24T13Z,niederschlag_2018-12-24T14Z,niederschlag_2018-12-24T15Z,niederschlag_2018-12-24T16Z,niederschlag_2018-12-24T17Z,niederschlag_2018-12-24T18Z,niederschlag_2018-12-24T19Z,niederschlag_2018-12-24T20Z,niederschlag_2018-12-24T21Z,niederschlag_2018-12-24T22Z,niederschlag_2018-12-24T23Z,niederschlag_2018-12-25T00Z
594838afa4ad59001133dd65,51.96422,7.645218,Wetterstation Erpho,591f578c51d34600116a8ea5,mm/m²,0.0027450980392156863,0,0,0,0,0.0027722772277227726,0,0.0027450980392156863,0,0,0,0,0,0,0.0027450980392156863,0,0,0,0,0,0,0,0,0,0,0
